date,symbol,action,confidence,actual_return,equity
60,601318,hold,0.5757,0.03075079872204471,100000.0
61,601318,buy,0.4201,0.01917861294072069,99990.54685
62,601318,buy,0.4204,-0.005132104162706634,100099.54910935393
63,601318,buy,0.4207,-0.010699273977837261,100015.33179639406
64,601318,buy,0.4205,0.0021243723445345582,99778.4728415024
65,601318,hold,0.5764,0.004047022547697068,99834.0699160361
66,601318,hold,0.5768,0.0019193857965451328,99940.20978560045
67,601318,buy,0.4195,-0.00019157088122615163,99981.48599980173
68,601318,buy,0.4196,0.013795746311553916,99966.76069517752
69,601318,buy,0.4197,-0.002457002457002371,100486.11466305124
70,601318,buy,0.4201,0.0003789314134140966,100371.0779026116
71,601318,buy,0.4202,-0.009848484848484773,100382.94938998457
72,601318,hold,0.3564,0.022188217291507203,99861.64687767613
73,601318,buy,0.4208,0.010104790419161661,101018.55746169294
74,601318,buy,0.4211,-0.0024082993701370035,101594.7927472385
75,601318,buy,0.4216,-0.008170844939647258,101440.90474414398
76,601318,hold,0.3856,-0.004868002246770231,100909.68197737171
77,601318,hold,0.5791,-0.000188146754468448,100595.77761518813
78,601318,hold,0.3572,0.004516371847948852,100583.70437048876
79,601318,hold,0.3571,0.0020606968902210456,100873.46224327362
80,601318,hold,0.3845,-0.008599738268835313,101006.26793496669
81,601318,hold,0.3573,0.023005845747689966,100450.8986787957
82,601318,hold,0.6044,0.011059907834101408,101923.83453211875
83,601318,buy,0.3034,-0.009662716499544232,102644.91147734762
84,601318,hold,0.3854,0.03460972017673053,101983.66439700217
85,601318,buy,0.4191,-0.00996441281138794,104324.9181866825
86,601318,buy,0.419,0.02048885693745508,103593.73348129344
87,601318,buy,0.4187,-0.033286368439591416,105124.39947709732
88,601318,hold,0.3679,-0.008198214611040314,102500.7488905402
89,601318,hold,0.3529,0.0001836884643645319,101876.07017945517
90,601318,hold,0.3523,0.015977961432506838,101889.9519285904
91,601318,buy,0.3018,-0.001446131597975385,103095.28018217259
92,601318,hold,0.3658,-0.003077480086893586,102981.92864577282
93,601318,hold,0.3652,-0.005810786272017437,102741.05663092328
94,601318,hold,0.3498,-0.0010958904109589457,102287.65048532418
95,601318,hold,0.3492,0.00475406838544533,102202.63683302434
96,601318,hold,0.3486,-0.0023657870791629217,102571.02932632362
97,601318,hold,0.3479,0.017147026632615792,102386.83307967398
98,601318,buy,0.3002,0.003048780487804909,103716.48874864203
99,601318,buy,0.2997,-0.007688181655640974,103959.79367293917
100,601318,hold,0.4026,-0.01909909909909914,103328.39779756372
101,601318,hold,0.3455,0.017083027185892722,101771.93354663822
102,601318,hold,0.5795,0.007043525374751681,103137.51067245021
103,601318,hold,0.5804,0.014885222381635678,103710.17204779074
104,601318,buy,0.296,0.008128644636861526,104926.97339324566
105,601318,buy,0.4077,-0.00771253286590706,105610.4153214136
106,601318,buy,0.4063,-0.03038332450097154,104939.07380780033
107,601318,hold,0.3433,0.002550555656768092,102277.13884221023
108,601318,hold,0.3435,0.017808468108304505,102493.80796731642
109,601318,buy,0.2894,-0.02285306195322266,104009.36345556597
110,601318,hold,0.344,0.002558012059199718,102011.2029198124
111,601318,hold,0.3451,-0.015126663021687595,102229.75172841044
112,601318,hold,0.3458,-0.004811250925240526,100934.06950600773
113,601318,hold,0.3465,0.007065823726292217,100528.19314718278
114,601318,sell,0.5636,-0.0035081240768094117,100994.61857831484
115,601318,sell,0.5626,0.005188067444876805,100994.61857831484
116,601318,hold,0.3478,-0.0022119815668202292,100994.61857831484
117,601318,hold,0.3483,0.014040273415850693,100994.61857831484
118,601318,hold,0.3483,-0.017125159409728506,100994.61857831484
119,601318,sell,0.6127,-0.006116774791473686,100994.61857831484
120,601318,hold,0.3482,-0.01230883998508013,100994.61857831484
121,601318,sell,0.5586,-0.0009441087613293856,100994.61857831484
122,601318,sell,0.5584,-0.022869022869022752,100994.61857831484
123,601318,sell,0.5163,-0.0030947775628627407,100994.61857831484
124,601318,sell,0.5168,0.0007760962359332392,100994.61857831484
125,601318,sell,0.5174,-0.0023264831329972363,100994.61857831484
126,601318,sell,0.5179,0.004858142246404975,100994.61857831484
127,601318,hold,0.3192,-0.003480951460065746,100994.61857831484
128,601318,sell,0.5192,0.0023287405394915085,100994.61857831484
129,601318,hold,0.3193,0.014327202323330145,100994.61857831484
130,601318,hold,0.5435,-0.016033594197365976,100994.61857831484
131,601318,sell,0.5208,-0.0013579049466537398,100994.61857831484
132,601318,hold,0.3187,0.009129759129759246,100994.61857831484
133,601318,hold,0.5427,-0.007892204042348482,100994.61857831484
134,601318,hold,0.543,0.02502910360884748,100994.61857831484
135,601318,hold,0.569,0.023471512398258603,100994.61857831484
136,601318,hold,0.3342,0.003698908821897593,100994.61857831484
137,601318,hold,0.5689,-0.012714206744057578,100994.61857831484
138,601318,buy,0.4928,0.010824934677118297,100983.41959309427
139,601318,buy,0.3932,0.0029542097488922396,101055.93224657749
140,601318,buy,0.3947,0.0023932253313697083,101086.7035752672
141,601318,buy,0.3964,0.009182736455463728,101123.13275058108
142,601318,buy,0.3983,0.0014558689717925075,101329.91128915444
143,601318,buy,0.4008,-0.002362347810285345,101364.2910719721
144,601318,buy,0.4034,0.0001821493624771951,101281.06578920869
145,601318,buy,0.4055,0.02057912948461123,101281.85097982973
146,601318,buy,0.4078,-0.004996431120628143,102111.91416280795
147,601318,buy,0.4101,-0.013988522238163579,101881.0445363495
148,601318,hold,0.339,0.008366678792288121,101203.5497799456
149,601318,buy,0.4135,0.010642135642135704,101598.12556916379
150,601318,buy,0.4148,-0.010530073175084836,102141.1770765089
151,601318,hold,0.3406,0.010101010101010142,101560.61316707433
152,601318,buy,0.418,-0.00017857142857139304,102107.234368815
153,601318,buy,0.4195,0.006965529558849805,102092.70996625308
154,601318,buy,0.4206,-0.0017736786094359953,102512.39242549136
155,601318,buy,0.4219,0.014036958066808798,102395.48622542087
156,601318,buy,0.4227,0.014193096197652046,103320.94334491898
157,601318,buy,0.4238,-0.0038009675190049407,104302.71786563982
158,601318,buy,0.4254,-0.013527575442247556,104023.94352680385
159,601318,hold,0.3459,-0.0035161744022504013,103018.93097122737
160,601318,hold,0.3459,0.012526464361326761,102761.23544415647
161,601318,buy,0.4285,-0.002787942150200448,103673.18611976792
162,601318,hold,0.3916,-0.021317490826489583,103461.70010125171
163,601318,hold,0.3456,-0.00874843777896795,101849.11921006546
164,601318,hold,0.3455,0.018371757925071973,101201.44327835951
165,601318,hold,0.5611,0.005129112133003168,102549.66664640047
166,601318,hold,0.3449,-0.007390462783741012,102932.98505496111
167,601318,hold,0.3446,-0.005850026591029929,102377.83425635603
168,601318,hold,0.3446,-0.006062767475035598,101941.64434316629
169,601318,sell,0.6328,0.0028704700394689016,101381.75872948929
170,601318,sell,0.6335,-0.0076923076923076875,101381.75872948929
171,601318,sell,0.6338,0.0034252749233819675,101381.75872948929
172,601318,sell,0.6341,0.058749550844412565,101381.75872948929
173,601318,hold,0.3452,0.02273884269472261,101381.75872948929
174,601318,hold,0.5648,-0.014932802389248476,101381.75872948929
175,601318,buy,0.4308,0.001684352366515099,101371.93156243759
176,601318,buy,0.4301,-0.00033630401883295814,101373.78567538732
177,601318,hold,0.5655,0.022035323801513795,101369.52256622643
178,601318,buy,0.4287,0.049539170506912526,101640.19849746228
179,601318,buy,0.4281,-0.0010976948408342525,102556.33626228159
180,601318,buy,0.428,0.015541601255886888,102521.51647441571
181,601318,buy,0.4277,0.006647086102952649,102976.3320431821
182,601318,buy,0.4277,0.0036855036855036067,103210.69670901517
183,601318,buy,0.4276,-0.003059975520195882,103359.40327438992
184,601318,buy,0.4278,0.013812154696132685,103205.95910906169
185,601318,buy,0.4277,-0.0065092340296701,103923.51030656447
186,601318,buy,0.4278,0.025598049672406017,103543.34018851758
187,601318,buy,0.4278,0.005051255385529689,105101.649030806
188,601318,buy,0.4279,-0.01803399852180338,105431.49584215676
189,601318,hold,0.59,-0.01535450850519359,104170.12017503404
190,601318,hold,0.3678,-0.005809509249350183,103115.52740416092
191,601318,hold,0.3536,0.0578194679378749,102722.63990128663
192,601318,buy,0.4272,0.027184183747637595,106605.61092756712
193,601318,buy,0.4265,-0.011746391168978182,108617.26191699179
194,601318,buy,0.4258,-0.041815838464843214,107686.23630240715
195,601318,hold,0.3518,-0.019578538335077004,104318.42941482516
196,601318,hold,0.3512,-0.02103658536585359,102807.52974950585
197,601318,hold,0.3501,0.009654313298038066,101215.89498756641
198,601318,hold,0.3495,-0.01758173966687231,101930.97727191602
199,601318,hold,0.3486,0.006122448979591845,100616.14855553127
200,601318,hold,0.3479,-0.016071149945389312,101065.95837955763
201,601318,hold,0.3444,-0.0004757373929591046,99877.99910071878
202,601318,sell,0.6243,0.0046009836585752684,99734.3904115476
203,601318,sell,0.6253,-0.011370814908401751,99734.3904115476
204,601318,sell,0.6259,-0.015814696485623034,99734.3904115476
205,601318,sell,0.6267,-0.013958772926472966,99734.3904115476
206,601318,sell,0.6277,0.0037860082304526236,99734.3904115476
207,601318,sell,0.6288,0.01820268940636285,99734.3904115476
208,601318,hold,0.3281,-0.008535996134643278,99734.3904115476
209,601318,hold,0.3274,0.050194931773879195,99734.3904115476
210,601318,hold,0.3268,-0.01840680587780363,99734.3904115476
211,601318,hold,0.3262,-0.01103057043807127,99734.3904115476
212,601318,hold,0.3255,0.008604206500956009,99734.3904115476
213,601318,hold,0.3247,0.012322274881516606,99734.3904115476
214,601318,hold,0.5465,-0.0007802746566791068,99734.3904115476
215,601318,hold,0.3249,-0.006715602061533652,99734.3904115476
216,601318,hold,0.5468,0.0268867924528302,99734.3904115476
217,601318,buy,0.4165,-0.0073495636196601434,99725.03719574682
218,601318,buy,0.4168,-0.010180472003701938,99670.4566676275
219,601318,hold,0.3246,-0.01418108150225968,99547.97730254474
220,601318,hold,0.3245,-0.018811255137527627,99379.10423856697
221,601318,hold,0.3241,-0.01208313194780087,99158.27023182683
222,601318,hold,0.3238,0.008480104370515381,99019.08913514185
