symbol,current_price,trend,rsi,ma5,ma20,signals,recommendation,confidence,macd_value,macd_signal
600519,1285.13,neutral,54.69896088019566,1306.264,1301.661,macd_bearish,sell,0.65,-0.26045663614945624,2.1225062050338366
601318,55.52,neutral,65.68825910931176,55.628,54.08950000000001,macd_bullish,buy,0.65,0.9765707851308321,0.9743567421250137
000001,11.85,bullish,66.41791044776116,11.783999999999999,11.5905,macd_bearish,hold,0.5,0.17020411827038018,0.17817507039341943
000858,70.48,bearish,44.935805991440866,71.346,71.64450000000001,macd_bullish,hold,0.5,-0.7900654057034444,-0.8028705861111122
300750,338.06,bearish,11.07200469277015,341.918,368.47349999999994,"oversold,macd_bearish",hold,0.5,-13.020090840083526,-9.293785710502847
